StudentID,Gender,ParentIncome,IQ,ParentEncouragement,CollegePlans
7030,Male,39600,118,Encouraged,Plans to attend
7031,Male,61050,90,Encouraged,Plans to attend
7032,Female,52290,118,Encouraged,Does not plan to attend
7033,Male,62820,68,Encouraged,Does not plan to attend
7034,Male,18900,96,Encouraged,Does not plan to attend
7035,Female,7040,102,Encouraged,Plans to attend
7036,Female,46800,97,Not Encouraged,Does not plan to attend
7037,Male,30150,101,Encouraged,Does not plan to attend
7038,Female,12240,90,Encouraged,Does not plan to attend
7039,Female,39960,106,Encouraged,Does not plan to attend
7040,Female,41300,115,Not Encouraged,Does not plan to attend
7041,Female,37600,100,Not Encouraged,Plans to attend
7042,Female,39600,66,Encouraged,Does not plan to attend
7043,Male,62590,112,Encouraged,Plans to attend
7044,Male,31680,109,Encouraged,Does not plan to attend
7045,Female,43400,91,Not Encouraged,Plans to attend
7046,Female,49100,104,Not Encouraged,Does not plan to attend
7047,Female,33000,134,Not Encouraged,Does not plan to attend
7048,Female,60930,109,Encouraged,Does not plan to attend
7049,Male,51150,140,Encouraged,Plans to attend
7050,Male,34470,101,Encouraged,Does not plan to attend
7051,Female,58850,107,Encouraged,Plans to attend
7052,Male,64460,96,Encouraged,Plans to attend
7053,Female,34000,124,Not Encouraged,Does not plan to attend
7054,Male,74030,123,Encouraged,Plans to attend
7055,Female,32900,90,Not Encouraged,Does not plan to attend
7056,Female,17460,108,Encouraged,Does not plan to attend
7057,Male,47000,89,Not Encouraged,Does not plan to attend
7058,Male,64130,123,Encouraged,Plans to attend
7059,Male,53130,103,Encouraged,Plans to attend
7060,Female,64240,119,Encouraged,Plans to attend
7061,Female,55260,92,Encouraged,Does not plan to attend
7062,Female,32100,99,Not Encouraged,Does not plan to attend
7063,Male,48100,86,Not Encouraged,Does not plan to attend
7064,Female,66000,135,Encouraged,Plans to attend
7065,Female,39800,101,Not Encouraged,Plans to attend
7066,Male,66660,110,Encouraged,Plans to attend
7067,Female,11070,77,Encouraged,Does not plan to attend
7068,Male,39500,71,Not Encouraged,Does not plan to attend
7069,Female,80520,126,Encouraged,Plans to attend
7070,Female,18500,104,Not Encouraged,Does not plan to attend
7071,Male,46530,100,Encouraged,Does not plan to attend
7072,Female,32040,107,Encouraged,Does not plan to attend
7073,Female,10900,113,Not Encouraged,Does not plan to attend
7074,Female,37180,122,Encouraged,Plans to attend
7075,Female,39160,113,Encouraged,Plans to attend
7076,Male,68310,104,Encouraged,Plans to attend
7077,Female,20130,101,Encouraged,Plans to attend
7078,Female,70070,107,Encouraged,Plans to attend
7079,Female,76890,137,Encouraged,Plans to attend
7080,Male,34600,109,Not Encouraged,Does not plan to attend
7081,Female,62820,106,Encouraged,Does not plan to attend
7082,Male,9500,71,Not Encouraged,Does not plan to attend
7083,Female,34100,77,Not Encouraged,Does not plan to attend
7084,Female,64680,102,Encouraged,Plans to attend
7085,Male,28350,126,Encouraged,Does not plan to attend
7086,Female,15200,132,Not Encouraged,Does not plan to attend
7087,Female,14220,107,Encouraged,Does not plan to attend
7088,Female,41900,101,Not Encouraged,Plans to attend
7089,Female,55990,134,Encouraged,Plans to attend
7090,Male,49300,108,Not Encouraged,Plans to attend
7091,Male,54120,109,Encouraged,Plans to attend
7092,Female,44500,98,Not Encouraged,Does not plan to attend
7093,Female,17900,94,Not Encouraged,Does not plan to attend
7094,Female,64700,92,Not Encouraged,Does not plan to attend
7095,Male,16400,68,Not Encouraged,Does not plan to attend
7096,Female,39330,135,Encouraged,Does not plan to attend
7097,Female,23200,105,Not Encouraged,Does not plan to attend
7098,Female,15100,96,Not Encouraged,Does not plan to attend
7099,Male,75570,118,Encouraged,Plans to attend
7100,Male,39690,92,Encouraged,Does not plan to attend
7101,Female,6000,137,Not Encouraged,Does not plan to attend
7102,Male,44700,102,Not Encouraged,Does not plan to attend
7103,Female,58050,104,Encouraged,Does not plan to attend
7104,Male,34560,63,Encouraged,Does not plan to attend
7105,Male,34200,97,Encouraged,Does not plan to attend
7106,Female,40410,97,Encouraged,Does not plan to attend
7107,Female,47070,85,Encouraged,Does not plan to attend
7108,Female,38520,101,Encouraged,Does not plan to attend
7109,Female,19000,90,Not Encouraged,Does not plan to attend
7110,Female,76890,93,Encouraged,Plans to attend
7111,Male,39200,102,Not Encouraged,Does not plan to attend
7112,Male,62910,96,Encouraged,Does not plan to attend
7113,Female,75790,113,Encouraged,Plans to attend
7114,Female,19000,63,Not Encouraged,Does not plan to attend
7115,Female,73480,105,Encouraged,Plans to attend
7116,Female,44770,98,Encouraged,Plans to attend
7117,Female,34830,111,Encouraged,Does not plan to attend
7118,Female,6600,96,Not Encouraged,Does not plan to attend
7119,Female,31600,112,Not Encouraged,Does not plan to attend
7120,Female,28080,103,Encouraged,Does not plan to attend
7121,Male,9000,63,Not Encouraged,Does not plan to attend
7122,Male,46750,114,Encouraged,Plans to attend
7123,Female,10500,107,Not Encouraged,Does not plan to attend
7124,Female,10500,98,Not Encouraged,Does not plan to attend
7125,Male,34500,97,Not Encouraged,Does not plan to attend
7126,Male,70700,115,Not Encouraged,Does not plan to attend
7127,Female,48400,103,Not Encouraged,Does not plan to attend
7128,Male,27900,133,Encouraged,Does not plan to attend
7129,Female,27500,91,Not Encouraged,Does not plan to attend
7130,Male,29070,86,Encouraged,Does not plan to attend
7131,Male,30420,107,Encouraged,Does not plan to attend
7132,Female,52200,97,Encouraged,Does not plan to attend
7133,Female,51300,98,Encouraged,Does not plan to attend
7134,Male,75460,132,Encouraged,Plans to attend
7135,Female,37600,84,Not Encouraged,Does not plan to attend
7136,Female,63000,60,Encouraged,Does not plan to attend
7137,Female,46600,90,Not Encouraged,Plans to attend
7138,Male,41580,111,Encouraged,Plans to attend
7139,Female,56160,107,Encouraged,Does not plan to attend
7140,Female,47000,61,Not Encouraged,Does not plan to attend
7141,Male,8400,122,Not Encouraged,Does not plan to attend
7142,Male,24400,91,Not Encouraged,Does not plan to attend
7143,Female,45760,125,Encouraged,Plans to attend
7144,Female,43500,105,Not Encouraged,Does not plan to attend
7145,Female,40590,70,Encouraged,Does not plan to attend
7146,Female,31600,62,Not Encouraged,Does not plan to attend
7147,Female,23850,74,Encouraged,Does not plan to attend
7148,Female,56430,119,Encouraged,Plans to attend
7149,Female,37070,106,Encouraged,Plans to attend
7150,Male,70290,106,Encouraged,Plans to attend
7151,Male,70730,117,Encouraged,Plans to attend
7152,Female,59100,107,Not Encouraged,Does not plan to attend
7153,Female,37800,100,Encouraged,Does not plan to attend
7154,Male,10400,118,Not Encouraged,Does not plan to attend
7155,Female,42400,81,Not Encouraged,Does not plan to attend
7156,Female,18810,62,Encouraged,Does not plan to attend
7157,Male,36600,80,Not Encouraged,Does not plan to attend
7158,Female,52500,70,Not Encouraged,Plans to attend
7159,Male,34830,104,Encouraged,Does not plan to attend
7160,Female,78540,123,Encouraged,Plans to attend
7161,Male,45980,75,Encouraged,Plans to attend
7162,Female,41100,100,Not Encouraged,Does not plan to attend
7163,Female,51040,114,Encouraged,Plans to attend
7164,Male,30780,104,Encouraged,Does not plan to attend
7165,Female,44550,64,Encouraged,Plans to attend
7166,Female,33300,67,Not Encouraged,Does not plan to attend
7167,Male,72270,135,Encouraged,Plans to attend
7168,Female,27400,99,Not Encouraged,Does not plan to attend
7169,Female,28500,80,Not Encouraged,Does not plan to attend
7170,Female,28000,87,Not Encouraged,Does not plan to attend
7171,Male,12200,109,Not Encouraged,Plans to attend
7172,Male,12500,96,Not Encouraged,Does not plan to attend
7173,Male,40600,107,Not Encouraged,Does not plan to attend
7174,Female,7470,92,Encouraged,Does not plan to attend
7175,Female,38600,90,Not Encouraged,Does not plan to attend
7176,Female,45700,103,Not Encouraged,Does not plan to attend
7177,Female,28800,94,Not Encouraged,Plans to attend
7178,Female,33400,77,Not Encouraged,Does not plan to attend
7179,Female,7800,109,Not Encouraged,Does not plan to attend
7180,Female,10000,106,Not Encouraged,Does not plan to attend
7181,Male,39800,85,Not Encouraged,Does not plan to attend
7182,Female,64900,85,Not Encouraged,Plans to attend
7183,Male,53190,100,Encouraged,Does not plan to attend
7184,Female,47600,78,Not Encouraged,Does not plan to attend
7185,Male,38700,93,Not Encouraged,Does not plan to attend
7186,Female,8300,102,Not Encouraged,Does not plan to attend
7187,Male,18040,114,Encouraged,Plans to attend
7188,Female,43600,97,Not Encouraged,Does not plan to attend
7189,Male,24800,127,Not Encouraged,Does not plan to attend
7190,Female,35750,110,Encouraged,Plans to attend
7191,Female,9800,109,Not Encouraged,Does not plan to attend
7192,Female,59040,92,Encouraged,Does not plan to attend
7193,Female,35090,101,Encouraged,Plans to attend
7194,Female,42400,64,Not Encouraged,Does not plan to attend
7195,Female,33700,97,Not Encouraged,Does not plan to attend
7196,Male,50490,138,Encouraged,Plans to attend
7197,Male,37700,122,Not Encouraged,Does not plan to attend
7198,Male,42120,106,Encouraged,Does not plan to attend
7199,Female,55170,100,Encouraged,Does not plan to attend
7200,Female,35640,109,Encouraged,Does not plan to attend
7201,Female,23850,91,Encouraged,Does not plan to attend
7202,Male,20700,114,Encouraged,Does not plan to attend
7203,Female,66330,104,Encouraged,Plans to attend
7204,Female,23000,93,Not Encouraged,Does not plan to attend
7205,Female,11700,81,Not Encouraged,Does not plan to attend
7206,Female,37800,100,Not Encouraged,Does not plan to attend
7207,Male,8910,63,Encouraged,Plans to attend
7208,Male,74580,117,Encouraged,Plans to attend
7209,Female,28400,97,Not Encouraged,Does not plan to attend
7210,Male,22500,85,Not Encouraged,Does not plan to attend
7211,Male,24700,94,Not Encouraged,Does not plan to attend
7212,Male,41940,115,Encouraged,Does not plan to attend
7213,Male,55330,121,Encouraged,Plans to attend
7214,Male,73810,102,Encouraged,Plans to attend
7215,Female,37180,107,Encouraged,Plans to attend
7216,Female,7200,101,Not Encouraged,Does not plan to attend
7217,Male,45900,109,Not Encouraged,Does not plan to attend
7218,Male,37600,98,Not Encouraged,Does not plan to attend
7219,Male,7700,95,Not Encouraged,Does not plan to attend
7220,Female,11600,93,Not Encouraged,Does not plan to attend
7221,Female,49590,102,Encouraged,Does not plan to attend
7222,Female,31400,114,Not Encouraged,Does not plan to attend
7223,Male,44460,136,Encouraged,Does not plan to attend
7224,Male,16700,89,Not Encouraged,Does not plan to attend
7225,Male,37400,95,Not Encouraged,Does not plan to attend
7226,Male,48900,119,Not Encouraged,Does not plan to attend
7227,Female,63250,107,Encouraged,Plans to attend
7228,Male,39800,74,Not Encouraged,Does not plan to attend
7229,Female,55800,92,Encouraged,Does not plan to attend
7230,Male,38300,106,Not Encouraged,Does not plan to attend
7231,Female,35200,132,Not Encouraged,Does not plan to attend
7232,Female,11500,99,Not Encouraged,Does not plan to attend
7233,Male,46980,98,Encouraged,Does not plan to attend
7234,Female,5800,99,Not Encouraged,Does not plan to attend
7235,Male,29160,62,Encouraged,Does not plan to attend
7236,Female,60300,93,Not Encouraged,Does not plan to attend
7237,Male,79750,105,Encouraged,Plans to attend
7238,Male,72600,107,Encouraged,Plans to attend
7239,Female,48900,85,Not Encouraged,Plans to attend
7240,Male,44640,103,Encouraged,Does not plan to attend
7241,Male,33770,84,Encouraged,Plans to attend
7242,Female,15200,84,Not Encouraged,Does not plan to attend
7243,Male,27630,95,Encouraged,Does not plan to attend
7244,Male,46530,128,Encouraged,Does not plan to attend
7245,Female,57860,108,Encouraged,Plans to attend
7246,Female,5100,97,Not Encouraged,Does not plan to attend
7247,Female,20100,93,Not Encouraged,Does not plan to attend
7248,Male,13970,103,Encouraged,Plans to attend
7249,Male,63690,104,Encouraged,Plans to attend
7250,Male,5000,79,Not Encouraged,Does not plan to attend
7251,Female,32940,95,Encouraged,Does not plan to attend
7252,Female,42750,72,Encouraged,Does not plan to attend
7253,Female,74360,100,Encouraged,Plans to attend
7254,Female,19900,88,Not Encouraged,Does not plan to attend
7255,Male,9000,94,Encouraged,Does not plan to attend
7256,Male,41850,105,Encouraged,Does not plan to attend
7257,Female,21000,78,Not Encouraged,Does not plan to attend
7258,Male,18200,94,Not Encouraged,Does not plan to attend
7259,Male,8400,84,Not Encouraged,Does not plan to attend
7260,Female,43560,110,Encouraged,Does not plan to attend
7261,Male,44440,121,Encouraged,Plans to attend
7262,Female,31320,103,Encouraged,Does not plan to attend
7263,Female,41300,120,Not Encouraged,Does not plan to attend
7264,Male,47630,138,Encouraged,Plans to attend
7265,Male,31300,93,Not Encouraged,Does not plan to attend
7266,Male,5300,104,Not Encouraged,Does not plan to attend
7267,Male,23430,101,Encouraged,Plans to attend
7268,Female,29880,107,Encouraged,Does not plan to attend
7269,Male,48400,119,Encouraged,Plans to attend
7270,Female,9800,95,Not Encouraged,Does not plan to attend
7271,Male,30150,95,Encouraged,Does not plan to attend
7272,Female,10000,138,Not Encouraged,Does not plan to attend
7273,Male,53130,98,Encouraged,Plans to attend
7274,Female,66300,124,Not Encouraged,Does not plan to attend
7275,Male,60100,98,Not Encouraged,Does not plan to attend
7276,Female,36000,100,Encouraged,Does not plan to attend
7277,Female,25400,66,Not Encouraged,Does not plan to attend
7278,Female,30200,81,Not Encouraged,Does not plan to attend
7279,Male,51260,101,Encouraged,Plans to attend
7280,Female,48780,78,Encouraged,Does not plan to attend
7281,Female,56700,85,Encouraged,Does not plan to attend
7282,Female,43700,98,Not Encouraged,Does not plan to attend
7283,Female,41490,71,Encouraged,Does not plan to attend
7284,Female,22500,82,Not Encouraged,Does not plan to attend
7285,Female,78210,104,Encouraged,Plans to attend
7286,Male,75350,127,Encouraged,Plans to attend
7287,Female,46310,109,Encouraged,Plans to attend
7288,Male,33600,82,Not Encouraged,Does not plan to attend
7289,Male,41000,89,Not Encouraged,Does not plan to attend
7290,Female,34210,108,Encouraged,Plans to attend
7291,Male,44300,84,Not Encouraged,Does not plan to attend
7292,Female,36400,92,Not Encouraged,Does not plan to attend
7293,Female,32900,72,Not Encouraged,Does not plan to attend
7294,Female,49500,108,Not Encouraged,Does not plan to attend
7295,Male,11800,77,Not Encouraged,Does not plan to attend
7296,Female,33500,103,Not Encouraged,Does not plan to attend
7297,Female,46300,114,Not Encouraged,Plans to attend
7298,Female,44640,120,Encouraged,Does not plan to attend
7299,Female,46530,100,Encouraged,Does not plan to attend
7300,Female,33000,61,Not Encouraged,Does not plan to attend
7301,Female,63140,102,Encouraged,Plans to attend
7302,Female,62810,130,Encouraged,Plans to attend
7303,Male,42100,106,Not Encouraged,Plans to attend
7304,Female,76120,121,Encouraged,Plans to attend
7305,Male,61300,68,Not Encouraged,Does not plan to attend
7306,Female,31200,96,Not Encouraged,Does not plan to attend
7307,Male,15800,82,Not Encouraged,Does not plan to attend
7308,Female,6200,62,Not Encouraged,Does not plan to attend
7309,Female,69700,94,Not Encouraged,Does not plan to attend
7310,Female,8900,99,Not Encouraged,Does not plan to attend
7311,Male,43890,130,Encouraged,Plans to attend
7312,Male,15480,91,Encouraged,Does not plan to attend
7313,Female,31400,99,Not Encouraged,Does not plan to attend
7314,Female,40370,115,Encouraged,Plans to attend
7315,Male,16200,75,Encouraged,Does not plan to attend
7316,Female,43450,70,Encouraged,Plans to attend
7317,Male,67650,94,Encouraged,Plans to attend
7318,Male,34830,98,Encouraged,Does not plan to attend
7319,Female,19200,100,Not Encouraged,Does not plan to attend
7320,Female,34200,88,Not Encouraged,Does not plan to attend
7321,Female,7200,110,Not Encouraged,Does not plan to attend
7322,Male,36630,122,Encouraged,Plans to attend
7323,Female,7300,100,Not Encouraged,Does not plan to attend
7324,Female,40100,101,Not Encouraged,Does not plan to attend
7325,Female,60610,94,Encouraged,Plans to attend
7326,Female,33200,104,Not Encouraged,Does not plan to attend
7327,Male,36600,93,Not Encouraged,Does not plan to attend
7328,Male,70700,106,Not Encouraged,Does not plan to attend
7329,Female,25020,79,Encouraged,Does not plan to attend
7330,Female,30400,105,Not Encouraged,Does not plan to attend
7331,Female,12650,134,Encouraged,Plans to attend
7332,Male,61100,103,Not Encouraged,Does not plan to attend
7333,Male,40370,107,Encouraged,Plans to attend
7334,Female,35530,114,Encouraged,Plans to attend
7335,Male,51210,132,Encouraged,Does not plan to attend
7336,Female,34100,92,Not Encouraged,Plans to attend
7337,Female,13700,69,Not Encouraged,Does not plan to attend
7338,Male,47800,98,Not Encouraged,Does not plan to attend
7339,Male,44600,62,Not Encouraged,Does not plan to attend
7340,Male,37700,68,Not Encouraged,Does not plan to attend
7341,Female,32600,107,Not Encouraged,Does not plan to attend
7342,Male,39420,98,Encouraged,Does not plan to attend
7343,Female,17300,60,Not Encouraged,Does not plan to attend
7344,Female,37840,108,Encouraged,Plans to attend
6580,Female,35800,66,Not Encouraged,Does not plan to attend
6581,Male,7800,77,Not Encouraged,Does not plan to attend
6582,Male,65000,71,Not Encouraged,Does not plan to attend
6583,Female,44910,103,Encouraged,Does not plan to attend
6584,Male,72600,116,Encouraged,Plans to attend
6585,Male,14400,96,Encouraged,Does not plan to attend
6586,Male,19000,129,Not Encouraged,Does not plan to attend
6587,Female,28620,88,Encouraged,Does not plan to attend
6588,Male,39500,104,Not Encouraged,Does not plan to attend
6589,Male,31300,82,Not Encouraged,Does not plan to attend
6590,Female,32800,76,Not Encouraged,Does not plan to attend
6591,Female,8000,136,Not Encouraged,Plans to attend
6592,Male,27630,114,Encouraged,Does not plan to attend
6593,Female,33000,95,Not Encouraged,Does not plan to attend
6594,Male,42600,78,Not Encouraged,Does not plan to attend
6595,Female,36720,102,Encouraged,Does not plan to attend
6596,Male,58080,137,Encouraged,Plans to attend
6597,Male,28710,139,Encouraged,Plans to attend
6598,Male,7200,106,Not Encouraged,Does not plan to attend
6599,Male,24120,104,Encouraged,Does not plan to attend
6600,Male,78100,114,Encouraged,Plans to attend
6601,Female,43700,74,Not Encouraged,Does not plan to attend
6602,Male,16100,71,Not Encouraged,Does not plan to attend
6603,Female,33300,118,Not Encouraged,Does not plan to attend
6604,Male,36100,110,Not Encouraged,Does not plan to attend
6605,Female,7800,79,Not Encouraged,Does not plan to attend
6606,Male,56430,102,Encouraged,Plans to attend
6607,Male,38610,102,Encouraged,Plans to attend
6608,Male,38000,65,Not Encouraged,Does not plan to attend
6609,Male,42680,129,Encouraged,Plans to attend
6610,Female,43900,126,Not Encouraged,Does not plan to attend
6611,Male,16700,61,Not Encouraged,Does not plan to attend
6612,Male,44220,89,Encouraged,Plans to attend
6613,Female,54340,120,Encouraged,Plans to attend
6614,Male,45900,68,Not Encouraged,Does not plan to attend
6615,Female,37530,107,Encouraged,Does not plan to attend
6616,Male,41670,62,Encouraged,Does not plan to attend
6617,Female,5800,109,Not Encouraged,Does not plan to attend
6618,Female,22950,102,Encouraged,Does not plan to attend
6619,Male,35200,99,Not Encouraged,Does not plan to attend
6620,Male,34920,102,Encouraged,Does not plan to attend
6621,Male,70400,88,Encouraged,Plans to attend
6622,Female,45400,102,Not Encouraged,Does not plan to attend
6623,Female,28500,70,Not Encouraged,Does not plan to attend
6624,Female,72930,108,Encouraged,Plans to attend
6625,Male,36090,109,Encouraged,Does not plan to attend
6626,Female,17100,91,Not Encouraged,Does not plan to attend
6627,Female,61160,130,Encouraged,Plans to attend
6628,Male,30600,116,Encouraged,Does not plan to attend
6629,Female,21800,83,Not Encouraged,Does not plan to attend
6630,Female,30700,108,Not Encouraged,Does not plan to attend
6631,Male,53460,135,Encouraged,Plans to attend
6632,Female,65610,87,Encouraged,Does not plan to attend
6633,Female,64900,100,Not Encouraged,Does not plan to attend
6634,Female,33700,99,Not Encouraged,Does not plan to attend
6635,Male,52690,115,Encouraged,Plans to attend
6636,Female,63910,105,Encouraged,Plans to attend
6637,Male,28300,106,Not Encouraged,Does not plan to attend
6638,Male,36700,75,Not Encouraged,Does not plan to attend
6639,Male,37500,106,Not Encouraged,Does not plan to attend
6640,Female,49830,105,Encouraged,Plans to attend
6641,Male,49200,105,Not Encouraged,Does not plan to attend
6642,Female,51370,66,Encouraged,Plans to attend
6643,Female,46530,77,Encouraged,Plans to attend
6644,Male,62590,123,Encouraged,Plans to attend
6645,Female,23600,107,Not Encouraged,Does not plan to attend
6646,Male,7300,98,Not Encouraged,Does not plan to attend
6647,Female,35000,95,Not Encouraged,Does not plan to attend
6648,Male,22110,106,Encouraged,Plans to attend
6649,Male,32130,107,Encouraged,Does not plan to attend
6650,Female,59180,102,Encouraged,Plans to attend
6651,Female,27630,94,Encouraged,Does not plan to attend
6652,Male,36500,127,Not Encouraged,Does not plan to attend
6653,Female,37300,95,Not Encouraged,Does not plan to attend
6654,Female,67320,121,Encouraged,Plans to attend
6655,Male,47200,62,Not Encouraged,Does not plan to attend
6656,Female,42680,124,Encouraged,Plans to attend
6657,Male,24700,86,Not Encouraged,Does not plan to attend
6658,Female,61920,132,Encouraged,Does not plan to attend
6659,Female,71720,133,Encouraged,Plans to attend
6660,Male,78760,137,Encouraged,Plans to attend
6661,Female,72800,82,Not Encouraged,Does not plan to attend
6662,Female,44910,92,Encouraged,Does not plan to attend
6663,Female,9630,92,Encouraged,Does not plan to attend
6664,Female,79970,113,Encouraged,Plans to attend
6665,Female,32100,97,Not Encouraged,Does not plan to attend
6666,Male,33300,63,Not Encouraged,Does not plan to attend
6667,Male,42800,116,Not Encouraged,Does not plan to attend
6668,Female,20600,93,Not Encouraged,Does not plan to attend
6669,Female,37900,66,Not Encouraged,Does not plan to attend
6670,Male,32900,95,Not Encouraged,Does not plan to attend
6671,Female,9100,93,Not Encouraged,Does not plan to attend
6672,Male,14800,104,Not Encouraged,Does not plan to attend
6673,Male,76340,137,Encouraged,Plans to attend
6674,Male,32130,98,Encouraged,Does not plan to attend
6675,Male,20020,134,Encouraged,Plans to attend
6676,Female,21700,99,Not Encouraged,Does not plan to attend
6677,Female,7400,100,Not Encouraged,Does not plan to attend
6678,Male,60830,114,Encouraged,Plans to attend
6679,Female,38340,65,Encouraged,Does not plan to attend
6680,Female,16100,69,Not Encouraged,Does not plan to attend
6681,Male,18500,93,Not Encouraged,Does not plan to attend
6682,Female,48800,109,Not Encouraged,Does not plan to attend
6683,Male,36900,101,Encouraged,Does not plan to attend
6684,Female,45400,103,Not Encouraged,Does not plan to attend
6685,Male,48620,79,Encouraged,Plans to attend
6686,Female,60940,77,Encouraged,Plans to attend
6687,Male,34600,106,Not Encouraged,Does not plan to attend
6688,Male,37700,73,Not Encouraged,Does not plan to attend
6689,Male,21200,62,Not Encouraged,Does not plan to attend
6690,Male,53100,88,Not Encouraged,Does not plan to attend
6691,Male,9600,65,Not Encouraged,Does not plan to attend
6692,Male,48500,109,Not Encouraged,Does not plan to attend
6693,Female,45870,94,Encouraged,Plans to attend
6694,Female,65880,103,Encouraged,Does not plan to attend
6695,Male,15600,105,Not Encouraged,Does not plan to attend
6696,Male,27360,107,Encouraged,Does not plan to attend
6697,Male,46500,79,Not Encouraged,Does not plan to attend
6698,Male,35400,92,Not Encouraged,Does not plan to attend
6699,Female,63200,115,Not Encouraged,Does not plan to attend
6700,Male,35640,102,Encouraged,Does not plan to attend
6701,Female,62010,64,Encouraged,Does not plan to attend
6702,Male,79860,124,Encouraged,Plans to attend
6703,Male,45200,60,Not Encouraged,Does not plan to attend
6704,Male,69600,95,Not Encouraged,Does not plan to attend
6705,Female,35090,125,Encouraged,Plans to attend
6706,Male,15700,108,Not Encouraged,Plans to attend
6707,Female,67100,135,Encouraged,Plans to attend
6708,Female,37980,107,Encouraged,Does not plan to attend
6709,Female,35010,88,Encouraged,Does not plan to attend
6710,Female,63580,137,Encouraged,Plans to attend
6711,Female,31000,95,Not Encouraged,Does not plan to attend
6712,Female,6200,60,Not Encouraged,Plans to attend
6713,Female,22410,99,Encouraged,Does not plan to attend
6714,Male,26510,138,Encouraged,Plans to attend
6715,Female,25500,76,Not Encouraged,Does not plan to attend
6716,Male,6700,94,Not Encouraged,Does not plan to attend
6717,Female,44370,82,Encouraged,Does not plan to attend
6718,Female,18800,117,Not Encouraged,Does not plan to attend
6719,Female,39420,101,Encouraged,Does not plan to attend
6720,Female,54780,119,Encouraged,Plans to attend
6721,Male,62480,136,Encouraged,Plans to attend
6722,Female,34100,107,Encouraged,Plans to attend
6723,Female,69700,66,Not Encouraged,Does not plan to attend
6724,Female,45270,103,Encouraged,Does not plan to attend
6725,Female,63580,116,Encouraged,Plans to attend
6726,Male,30300,104,Not Encouraged,Does not plan to attend
6727,Female,72270,139,Encouraged,Plans to attend
6728,Male,41300,120,Not Encouraged,Does not plan to attend
6729,Female,22800,96,Not Encouraged,Does not plan to attend
6730,Male,67900,66,Not Encouraged,Does not plan to attend
6731,Female,23600,71,Not Encouraged,Does not plan to attend
6732,Male,25200,99,Not Encouraged,Does not plan to attend
6733,Female,33600,70,Not Encouraged,Does not plan to attend
6734,Female,38000,118,Not Encouraged,Does not plan to attend
6735,Female,70500,93,Not Encouraged,Does not plan to attend
6736,Female,75790,120,Encouraged,Plans to attend
6737,Female,43800,83,Not Encouraged,Does not plan to attend
6738,Male,38300,90,Not Encouraged,Does not plan to attend
6739,Male,73920,106,Encouraged,Plans to attend
6740,Male,46640,91,Encouraged,Plans to attend
6741,Male,7500,85,Not Encouraged,Does not plan to attend
6742,Female,20400,69,Not Encouraged,Does not plan to attend
6743,Female,36000,91,Not Encouraged,Does not plan to attend
6744,Female,51840,124,Encouraged,Does not plan to attend
6745,Male,22990,102,Encouraged,Plans to attend
6746,Male,55880,133,Encouraged,Plans to attend
6747,Female,35750,94,Encouraged,Plans to attend
6748,Male,70840,112,Encouraged,Plans to attend
6749,Male,50050,63,Encouraged,Plans to attend
6750,Female,35000,88,Not Encouraged,Does not plan to attend
6751,Female,38720,93,Encouraged,Plans to attend
6752,Male,72050,97,Encouraged,Plans to attend
6753,Male,34110,98,Encouraged,Does not plan to attend
6754,Female,11520,135,Encouraged,Does not plan to attend
6755,Male,10900,60,Not Encouraged,Does not plan to attend
6756,Male,62590,137,Encouraged,Plans to attend
6757,Female,39000,109,Not Encouraged,Does not plan to attend
6758,Female,29100,96,Not Encouraged,Does not plan to attend
6759,Female,41800,118,Not Encouraged,Does not plan to attend
6760,Male,54340,109,Encouraged,Plans to attend
6761,Male,48730,90,Encouraged,Plans to attend
6762,Female,46200,109,Not Encouraged,Does not plan to attend
6763,Female,75790,122,Encouraged,Plans to attend
6764,Male,49000,78,Not Encouraged,Does not plan to attend
6765,Female,14700,96,Not Encouraged,Does not plan to attend
6766,Female,19500,99,Not Encouraged,Does not plan to attend
6767,Female,31680,81,Encouraged,Does not plan to attend
6768,Female,35750,120,Encouraged,Plans to attend
6769,Male,34560,102,Encouraged,Does not plan to attend
6770,Male,32900,128,Not Encouraged,Does not plan to attend
6771,Female,35700,66,Not Encouraged,Does not plan to attend
6772,Male,57090,107,Encouraged,Plans to attend
6773,Female,63810,99,Encouraged,Does not plan to attend
6774,Male,49720,90,Encouraged,Plans to attend
6775,Female,15390,132,Encouraged,Does not plan to attend
6776,Female,13600,90,Not Encouraged,Does not plan to attend
6777,Male,45760,122,Encouraged,Plans to attend
6778,Male,39270,90,Encouraged,Plans to attend
6779,Male,72050,111,Encouraged,Plans to attend
6780,Female,23900,109,Not Encouraged,Does not plan to attend
6781,Male,45000,74,Not Encouraged,Does not plan to attend
6782,Female,42600,100,Not Encouraged,Does not plan to attend
6783,Female,28800,134,Encouraged,Does not plan to attend
6784,Female,22300,105,Not Encouraged,Does not plan to attend
6785,Male,28800,69,Not Encouraged,Does not plan to attend
6786,Female,12100,99,Not Encouraged,Does not plan to attend
6787,Female,50380,95,Encouraged,Plans to attend
6788,Male,32200,80,Not Encouraged,Does not plan to attend
6789,Female,48300,120,Not Encouraged,Plans to attend
6790,Female,38500,77,Not Encouraged,Does not plan to attend
6791,Female,41400,93,Encouraged,Does not plan to attend
6792,Male,40920,98,Encouraged,Plans to attend
6793,Female,45300,77,Not Encouraged,Does not plan to attend
